    120.0     3.81216515E-12 
    130.0     5.81917731E-12 
    140.0     3.62667471E-11 
    150.0     1.01114429E-09 
    160.0     2.05791244E-07 
    170.0     9.67711865E-05 
    180.0     3.50927297E-03 
    190.0     4.32911395E-02 
    200.0     3.57098011E-01 
    210.0     8.57911935E-01 
    220.0     9.25508549E-01 
    230.0     9.31194963E-01 
    240.0     9.31672633E-01 
    250.0     9.31866781E-01 
    260.0     9.31984289E-01 
    270.0     9.32047100E-01 
    280.0     9.32125017E-01 
    290.0     9.32255852E-01 
    300.0     9.32585235E-01 
